"source" "target" "tag"
1 2 "Marianne Dashwood"
1 2 "Mrs Dashwood"
1 2 "Mrs Fanny Dashwood"
1 3 "Elinor Dashwood"
2 3 "Marianne Dashwood"
2 3 "Mrs Dashwood"
2 3 "Mrs Fanny Dashwood"
3 4 "Edward Ferrars"
3 4 "Marianne Dashwood"
3 4 "Mrs Dashwood"
4 5 "Edward Ferrars"
3 5 "Elinor Dashwood"
4 5 "Marianne Dashwood"
4 5 "Mrs Dashwood"
3 5 "Mrs Fanny Dashwood"
4 5 "Sir John Middleton"
5 6 "Marianne Dashwood"
5 6 "Mrs Dashwood"
5 6 "Mrs Fanny Dashwood"
5 6 "Sir John Middleton"
6 7 "Marianne Dashwood"
6 7 "Mrs Dashwood"
6 7 "Sir John Middleton"
7 8 "ColonelBrandon"
5 8 "Edward Ferrars"
7 8 "Marianne Dashwood"
7 8 "Mrs Dashwood"
7 8 "Mrs Jennings"
7 8 "Sir John Middleton"
8 9 "ColonelBrandon"
5 9 "Elinor Dashwood"
8 9 "Marianne Dashwood"
8 9 "Mrs Dashwood"
8 9 "Sir John Middleton"
9 10 "ColonelBrandon"
8 10 "Edward Ferrars"
9 10 "Elinor Dashwood"
9 10 "John Willoughby"
9 10 "Marianne Dashwood"
9 10 "Mrs Dashwood"
8 10 "Mrs Jennings"
9 10 "Sir John Middleton"
10 11 "ColonelBrandon"
10 11 "Elinor Dashwood"
10 11 "John Willoughby"
10 11 "Marianne Dashwood"
10 11 "Mrs Dashwood"
10 11 "Mrs Jennings"
10 11 "Sir John Middleton"
11 12 "ColonelBrandon"
11 12 "Elinor Dashwood"
11 12 "John Willoughby"
11 12 "Marianne Dashwood"
11 12 "Mrs Dashwood"
11 12 "Mrs Jennings"
11 12 "Sir John Middleton"
12 13 "ColonelBrandon"
12 13 "Elinor Dashwood"
12 13 "John Willoughby"
12 13 "Marianne Dashwood"
12 13 "Mrs Jennings"
12 13 "Sir John Middleton"
13 14 "ColonelBrandon"
13 14 "Elinor Dashwood"
13 14 "ElizaWilliams"
13 14 "John Willoughby"
13 14 "Marianne Dashwood"
12 14 "Mrs Dashwood"
13 14 "Mrs Jennings"
13 14 "Sir John Middleton"
14 15 "John Willoughby"
14 15 "Marianne Dashwood"
14 15 "Mrs Dashwood"
10 16 "Edward Ferrars"
15 16 "John Willoughby"
15 16 "Marianne Dashwood"
15 16 "Mrs Dashwood"
14 16 "Mrs Jennings"
14 16 "Sir John Middleton"
16 17 "Edward Ferrars"
14 17 "Elinor Dashwood"
16 17 "Marianne Dashwood"
16 17 "Mrs Dashwood"
4 17 "Mrs Ferrars"
17 18 "Edward Ferrars"
17 18 "Elinor Dashwood"
16 18 "John Willoughby"
17 18 "Marianne Dashwood"
17 18 "Mrs Dashwood"
16 18 "Mrs Jennings"
16 18 "Sir John Middleton"
13 18 "The Miss Careys"
14 19 "ColonelBrandon"
18 19 "Edward Ferrars"
18 19 "John Willoughby"
18 19 "Marianne Dashwood"
18 19 "Mrs Dashwood"
17 19 "Mrs Ferrars"
18 19 "Mrs Jennings"
18 19 "Sir John Middleton"
19 20 "ColonelBrandon"
18 20 "Elinor Dashwood"
19 20 "John Willoughby"
19 20 "Marianne Dashwood"
19 20 "Mr Thomas Palmer"
19 20 "Mrs Charlotte Palmer"
19 20 "Mrs Dashwood"
19 20 "Mrs Jennings"
19 20 "Sir John Middleton"
