"source" "target" "tag"
1 2 "EmmaWoodhouse"
1 2 "MrsWeston"
1 2 "MrWeston"
2 3 "EmmaWoodhouse"
2 3 "MissBates"
1 3 "MrGeorgeKnightley"
1 3 "MrPhillipElton"
2 3 "MrsWeston"
2 3 "MrWeston"
3 4 "EmmaWoodhouse"
3 4 "Harriet Smith"
3 4 "MrGeorgeKnightley"
3 4 "MrPhillipElton"
3 4 "MrsGoddard"
3 4 "MrsWeston"
3 4 "MrWeston"
4 5 "EmmaWoodhouse"
2 5 "FrankChurchill"
4 5 "Harriet Smith"
4 5 "MrGeorgeKnightley"
1 5 "MrsIsabellaKnightley"
4 5 "MrsWeston"
4 5 "MrWeston"
5 6 "EmmaWoodhouse"
5 6 "Harriet Smith"
5 6 "JohnKnightley"
5 6 "MrGeorgeKnightley"
4 6 "MrPhillipElton"
5 6 "MrsIsabellaKnightley"
5 6 "MrsWeston"
1 6 "MrWoodhouse"
6 7 "EmmaWoodhouse"
6 7 "Harriet Smith"
4 7 "MissNash"
6 7 "MrPhillipElton"
4 7 "MrsGoddard"
4 7 "RobertMartin"
4 8 "ElizabethMartin"
7 8 "EmmaWoodhouse"
5 8 "FrankChurchill"
7 8 "Harriet Smith"
4 8 "Miss Martin"
7 8 "MissNash"
6 8 "MrGeorgeKnightley"
2 8 "MrPerry"
7 8 "MrPhillipElton"
7 8 "MrsGoddard"
4 8 "MrsMartin"
7 8 "RobertMartin"
8 9 "EmmaWoodhouse"
8 9 "Harriet Smith"
6 9 "HenryKnightley"
6 9 "JohnKnightley"
8 9 "MissNash"
8 9 "MrGeorgeKnightley"
8 9 "MrPerry"
8 9 "MrPhillipElton"
3 9 "MrsBates"
8 9 "MrsGoddard"
6 9 "MrsIsabellaKnightley"
6 9 "MrsWeston"
5 9 "MrWeston"
6 9 "MrWoodhouse"
8 9 "RobertMartin"
9 10 "EmmaWoodhouse"
9 10 "Harriet Smith"
3 10 "MissBates"
9 10 "MissNash"
9 10 "MrCole"
9 10 "MrPhillipElton"
9 10 "MrsBates"
10 11 "EmmaWoodhouse"
9 11 "HenryKnightley"
9 11 "JohnKnightley"
9 11 "LittleJohnKnightley"
9 11 "MrPerry"
10 11 "MrPhillipElton"
9 11 "MrsIsabellaKnightley"
9 11 "MrsWeston"
9 11 "MrWeston"
9 11 "MrWoodhouse"
2 11 "OldMrChurchill"
11 12 "EmmaWoodhouse"
10 12 "Harriet Smith"
11 12 "JohnKnightley"
6 12 "LitteIsabellaKnightley"
10 12 "MissBates"
10 12 "MissJaneFairfax"
11 12 "Mr. Wingfield"
9 12 "MrGeorgeKnightley"
11 12 "MrPerry"
10 12 "MrsBates"
11 12 "MrsIsabellaKnightley"
2 12 "MrsPerry"
9 12 "RobertMartin"
12 13 "EmmaWoodhouse"
12 13 "Harriet Smith"
12 13 "JohnKnightley"
12 13 "MrGeorgeKnightley"
12 13 "MrPerry"
11 13 "MrPhillipElton"
9 13 "MrsGoddard"
11 13 "MrsWeston"
11 13 "MrWeston"
13 14 "EmmaWoodhouse"
8 14 "FrankChurchill"
13 14 "Harriet Smith"
13 14 "JohnKnightley"
13 14 "MrPhillipElton"
2 14 "MrsChurchill"
12 14 "MrsIsabellaKnightley"
13 14 "MrsWeston"
13 14 "MrWeston"
14 15 "EmmaWoodhouse"
14 15 "FrankChurchill"
14 15 "Harriet Smith"
14 15 "JohnKnightley"
13 15 "MrGeorgeKnightley"
13 15 "MrPerry"
14 15 "MrPhillipElton"
13 15 "MrsGoddard"
14 15 "MrsIsabellaKnightley"
14 15 "MrsWeston"
14 15 "MrWeston"
15 16 "EmmaWoodhouse"
15 16 "Harriet Smith"
15 16 "JohnKnightley"
15 16 "MrGeorgeKnightley"
15 16 "MrPhillipElton"
12 16 "RobertMartin"
16 17 "EmmaWoodhouse"
16 17 "Harriet Smith"
16 17 "JohnKnightley"
16 17 "MrPhillipElton"
15 17 "MrsGoddard"
15 17 "MrsIsabellaKnightley"
17 18 "EmmaWoodhouse"
15 18 "FrankChurchill"
16 18 "MrGeorgeKnightley"
14 18 "MrsChurchill"
15 18 "MrsWeston"
15 18 "MrWeston"
11 18 "OldMrChurchill"
12 19 "ColonelCampbell"
18 19 "EmmaWoodhouse"
17 19 "Harriet Smith"
12 19 "MissBates"
12 19 "MissJaneFairfax"
10 19 "MrCole"
18 19 "MrGeorgeKnightley"
15 19 "MrPerry"
17 19 "MrPhillipElton"
12 19 "MrsBates"
12 19 "MrsCampbell"
19 20 "ColonelCampbell"
19 20 "EmmaWoodhouse"
18 20 "FrankChurchill"
19 20 "MissBates"
19 20 "MissJaneFairfax"
19 20 "MrGeorgeKnightley"
19 20 "MrsBates"
19 20 "MrsCampbell"
20 21 "ColonelCampbell"
8 21 "ElizabethMartin"
20 21 "EmmaWoodhouse"
19 21 "Harriet Smith"
17 21 "JohnKnightley"
8 21 "Miss Martin"
20 21 "MissBates"
20 21 "MissJaneFairfax"
19 21 "MrCole"
20 21 "MrGeorgeKnightley"
19 21 "MrPerry"
19 21 "MrPhillipElton"
20 21 "MrsBates"
19 21 "MrsCole"
17 21 "MrsGoddard"
8 21 "MrsMartin"
12 21 "MrsPerry"
11 21 "MrWoodhouse"
16 21 "RobertMartin"
3 21 "Serle"
21 22 "ElizabethMartin"
21 22 "EmmaWoodhouse"
21 22 "Harriet Smith"
21 22 "Miss Martin"
21 22 "MrPhillipElton"
21 22 "MrsCole"
21 22 "MrsElton"
21 22 "MrsGoddard"
21 22 "MrsMartin"
21 22 "RobertMartin"
21 23 "ColonelCampbell"
22 23 "ElizabethMartin"
22 23 "EmmaWoodhouse"
20 23 "FrankChurchill"
22 23 "Harriet Smith"
22 23 "Miss Martin"
21 23 "MissBates"
21 23 "MissJaneFairfax"
22 23 "MrPhillipElton"
21 23 "MrsBates"
20 23 "MrsCampbell"
22 23 "MrsGoddard"
22 23 "MrsMartin"
18 23 "MrsWeston"
18 23 "MrWeston"
22 23 "RobertMartin"
23 24 "ColonelCampbell"
23 24 "EmmaWoodhouse"
23 24 "FrankChurchill"
23 24 "MissBates"
23 24 "MissJaneFairfax"
21 24 "MrGeorgeKnightley"
23 24 "MrPhillipElton"
23 24 "MrsBates"
23 24 "MrsCampbell"
23 24 "MrsWeston"
23 24 "MrWeston"
24 25 "EmmaWoodhouse"
24 25 "FrankChurchill"
23 25 "Harriet Smith"
21 25 "MrCole"
24 25 "MrGeorgeKnightley"
21 25 "MrPerry"
24 25 "MrsBates"
18 25 "MrsChurchill"
22 25 "MrsCole"
23 25 "MrsGoddard"
24 25 "MrsWeston"
24 25 "MrWeston"
21 25 "MrWoodhouse"
18 25 "OldMrChurchill"
21 25 "Serle"
24 26 "ColonelCampbell"
25 26 "EmmaWoodhouse"
25 26 "FrankChurchill"
25 26 "Harriet Smith"
11 26 "HenryKnightley"
21 26 "JohnKnightley"
24 26 "MissBates"
24 26 "MissJaneFairfax"
25 26 "MrCole"
25 26 "MrGeorgeKnightley"
24 26 "MrPhillipElton"
25 26 "MrsBates"
24 26 "MrsCampbell"
25 26 "MrsChurchill"
25 26 "MrsCole"
25 26 "MrsGoddard"
17 26 "MrsIsabellaKnightley"
25 26 "MrsWeston"
25 26 "MrWeston"
25 26 "OldMrChurchill"
26 27 "ColonelCampbell"
23 27 "ElizabethMartin"
26 27 "EmmaWoodhouse"
26 27 "FrankChurchill"
26 27 "Harriet Smith"
23 27 "Miss Martin"
26 27 "MissBates"
26 27 "MissJaneFairfax"
10 27 "MissNash"
26 27 "MrCole"
26 27 "MrGeorgeKnightley"
25 27 "MrPerry"
26 27 "MrPhillipElton"
26 27 "MrsBates"
26 27 "MrsChurchill"
26 27 "MrsGoddard"
23 27 "MrsMartin"
26 27 "MrsWeston"
21 27 "Patty"
23 27 "RobertMartin"
27 28 "ColonelCampbell"
27 28 "EmmaWoodhouse"
27 28 "FrankChurchill"
27 28 "Harriet Smith"
27 28 "MissBates"
27 28 "MissJaneFairfax"
27 28 "MrGeorgeKnightley"
27 28 "MrsBates"
27 28 "MrsHodges"
27 28 "MrsWeston"
27 28 "WilliamLarkins"
28 29 "EmmaWoodhouse"
28 29 "FrankChurchill"
28 29 "Harriet Smith"
28 29 "MissBates"
28 29 "MissJaneFairfax"
27 29 "MrCole"
28 29 "MrGeorgeKnightley"
27 29 "MrPerry"
26 29 "MrsIsabellaKnightley"
28 29 "MrsWeston"
26 29 "MrWeston"
25 29 "MrWoodhouse"
27 29 "WilliamCox"
29 30 "EmmaWoodhouse"
29 30 "FrankChurchill"
29 30 "MissBates"
29 30 "MissJaneFairfax"
29 30 "MrGeorgeKnightley"
27 30 "MrsChurchill"
29 30 "MrsWeston"
29 30 "MrWeston"
26 30 "OldMrChurchill"
28 30 "WilliamLarkins"
30 31 "EmmaWoodhouse"
30 31 "FrankChurchill"
29 31 "Harriet Smith"
30 31 "MissJaneFairfax"
27 31 "MrPhillipElton"
30 31 "MrsChurchill"
22 31 "MrsElton"
29 31 "MrsIsabellaKnightley"
30 31 "MrsWeston"
30 31 "MrWeston"
31 32 "EmmaWoodhouse"
31 32 "FrankChurchill"
31 32 "Harriet Smith"
30 32 "MrGeorgeKnightley"
29 32 "MrPerry"
31 32 "MrPhillipElton"
31 32 "MrsElton"
31 32 "MrsWeston"
31 32 "MrWeston"
29 32 "MrWoodhouse"
28 33 "ColonelCampbell"
32 33 "EmmaWoodhouse"
32 33 "Harriet Smith"
30 33 "MissBates"
31 33 "MissJaneFairfax"
29 33 "MrCole"
32 33 "MrGeorgeKnightley"
32 33 "MrPhillipElton"
26 33 "MrsCampbell"
32 33 "MrsElton"
32 33 "MrSuckling"
32 33 "MrsWeston"
33 34 "EmmaWoodhouse"
32 34 "FrankChurchill"
33 34 "Harriet Smith"
26 34 "HenryKnightley"
26 34 "JohnKnightley"
11 34 "LittleJohnKnightley"
33 34 "MissBates"
33 34 "MissJaneFairfax"
33 34 "MrGeorgeKnightley"
33 34 "MrPhillipElton"
28 34 "MrsBates"
33 34 "MrsElton"
27 34 "MrsGoddard"
31 34 "MrsIsabellaKnightley"
21 34 "MrsPerry"
33 34 "MrsWeston"
