"source" "target" "tag"
2 3 "Jerry Cruncher"
2 4 "Jarvis Lorry"
4 5 "Doctor Manette"
4 5 "Jarvis Lorry"
5 6 "Doctor Manette"
5 6 "Ernest Defarge"
5 6 "Jarvis Lorry"
5 6 "Thérèse Defarge"
3 7 "Jerry Cruncher"
6 8 "Jarvis Lorry"
7 8 "Jerry Cruncher"
6 9 "Doctor Manette"
8 9 "Jarvis Lorry"
8 9 "Jerry Cruncher"
8 10 "Charles St Evrémonde"
9 10 "Doctor Manette"
9 10 "Jarvis Lorry"
9 10 "Mr Stryver"
9 10 "Sydney Carton"
10 11 "Doctor Manette"
10 11 "Mr Stryver"
10 11 "Sydney Carton"
10 12 "Charles St Evrémonde"
11 12 "Doctor Manette"
10 12 "Jarvis Lorry"
9 12 "Jerry Cruncher"
10 12 "Lucie Manette"
9 12 "Solomon Pross"
11 12 "Sydney Carton"
6 13 "Ernest Defarge"
12 14 "Charles St Evrémonde"
13 14 "Marquis St Evrémonde II"
14 15 "Charles St Evrémonde"
5 15 "Jacques"
14 15 "Marquis St Evrémonde II"
14 15 "Théophile Gabelle"
15 16 "Charles St Evrémonde"
12 16 "Doctor Manette"
12 16 "Lucie Manette"
12 16 "Miss Pross"
11 16 "Mr Stryver"
12 16 "Sydney Carton"
16 17 "Doctor Manette"
16 17 "Mr Stryver"
16 17 "Sydney Carton"
17 18 "Doctor Manette"
12 18 "Jarvis Lorry"
17 18 "Mr Stryver"
18 19 "Doctor Manette"
16 19 "Lucie Manette"
18 19 "Mr Stryver"
17 19 "Sydney Carton"
12 20 "Jerry Cruncher"
7 20 "Mrs Cruncher"
9 20 "Roger Cly"
13 21 "Ernest Defarge"
15 21 "Jacques"
15 21 "Marquis St Evrémonde II"
6 21 "Thérèse Defarge"
16 22 "Charles St Evrémonde"
19 22 "Doctor Manette"
21 22 "Ernest Defarge"
5 22 "Gaspard"
21 22 "Jacques"
21 22 "Marquis St Evrémonde II"
12 22 "Solomon Pross"
21 22 "Thérèse Defarge"
22 23 "Charles St Evrémonde"
22 23 "Doctor Manette"
18 23 "Jarvis Lorry"
19 23 "Lucie Manette"
16 23 "Miss Pross"
23 24 "Charles St Evrémonde"
23 24 "Doctor Manette"
22 24 "Ernest Defarge"
23 24 "Jarvis Lorry"
23 24 "Lucie Manette"
23 24 "Miss Pross"
22 24 "Solomon Pross"
24 25 "Doctor Manette"
24 25 "Jarvis Lorry"
24 25 "Lucie Manette"
24 25 "Miss Pross"
24 26 "Charles St Evrémonde"
25 26 "Jarvis Lorry"
25 26 "Miss Pross"
19 26 "Mr Stryver"
19 26 "Sydney Carton"
26 27 "Charles St Evrémonde"
25 27 "Doctor Manette"
24 27 "Ernest Defarge"
22 27 "Jacques"
26 27 "Jarvis Lorry"
25 27 "Lucie Manette"
26 27 "Miss Pross"
26 27 "Mr Stryver"
26 27 "Sydney Carton"
22 27 "Thérèse Defarge"
27 28 "Ernest Defarge"
27 28 "Jacques"
27 28 "Thérèse Defarge"
28 29 "Jacques"
22 29 "Marquis St Evrémonde II"
15 29 "Théophile Gabelle"
27 30 "Charles St Evrémonde"
27 30 "Doctor Manette"
27 30 "Jarvis Lorry"
20 30 "Jerry Cruncher"
27 30 "Lucie Manette"
29 30 "Marquis St Evrémonde II"
27 30 "Mr Stryver"
29 30 "Théophile Gabelle"
30 31 "Charles St Evrémonde"
30 31 "Doctor Manette"
28 31 "Ernest Defarge"
30 31 "Jarvis Lorry"
30 31 "Théophile Gabelle"
