"source" "target" "tag"
1 2 "M’Choakumchild"
2 3 "Sissy Jupe"
2 3 "Thomas Gradgrind"
3 4 "Bounderby"
3 4 "Louisa Gradgrind"
3 4 "Thomas Gradgrind"
3 4 "Tom Gradgrind"
2 5 "Bitzer"
4 5 "Bounderby"
2 5 "M’Choakumchild"
4 5 "Mrs Gradgrind"
4 5 "Mrs Pegler"
3 5 "Sissy Jupe"
4 5 "Thomas Gradgrind"
5 6 "Bounderby"
4 6 "Louisa Gradgrind"
3 6 "Mr Sleary"
3 6 "Signor Jupe"
5 6 "Sissy Jupe"
5 6 "Thomas Gradgrind"
6 7 "Bounderby"
6 7 "Louisa Gradgrind"
5 7 "Mrs Gradgrind"
5 7 "Mrs Pegler"
6 7 "Sissy Jupe"
6 7 "Thomas Gradgrind"
4 7 "Tom Gradgrind"
7 8 "Bounderby"
7 8 "Louisa Gradgrind"
5 8 "M’Choakumchild"
7 8 "Mrs Gradgrind"
7 8 "Sissy Jupe"
7 8 "Thomas Gradgrind"
7 8 "Tom Gradgrind"
8 9 "Bounderby"
8 9 "Louisa Gradgrind"
8 9 "M’Choakumchild"
6 9 "Mr Sleary"
8 9 "Mrs Gradgrind"
8 9 "Sissy Jupe"
8 9 "Thomas Gradgrind"
8 9 "Tom Gradgrind"
9 11 "Bounderby"
10 11 "Mrs Blackpool"
7 11 "Mrs Sparsit"
10 11 "Stephen Blackpool"
11 12 "Bounderby"
7 12 "Mrs Pegler"
10 12 "Rachael"
11 12 "Stephen Blackpool"
11 13 "Mrs Blackpool"
12 13 "Rachael"
12 13 "Stephen Blackpool"
12 14 "Bounderby"
9 14 "Louisa Gradgrind"
9 14 "M’Choakumchild"
9 14 "Mrs Gradgrind"
11 14 "Mrs Sparsit"
9 14 "Sissy Jupe"
9 14 "Thomas Gradgrind"
9 14 "Tom Gradgrind"
14 15 "Bounderby"
14 15 "Louisa Gradgrind"
14 15 "Mrs Gradgrind"
14 15 "Sissy Jupe"
14 15 "Thomas Gradgrind"
15 16 "Bounderby"
4 16 "Jane Gradgrind"
7 16 "Lady Scadgers"
15 16 "Louisa Gradgrind"
14 16 "Mrs Sparsit"
15 16 "Thomas Gradgrind"
14 16 "Tom Gradgrind"
5 17 "Bitzer"
16 17 "Bounderby"
16 17 "Mrs Sparsit"
17 18 "Bounderby"
16 18 "Louisa Gradgrind"
17 18 "Mrs Sparsit"
16 18 "Thomas Gradgrind"
16 18 "Tom Gradgrind"
18 19 "Bounderby"
18 19 "Harthouse"
18 19 "Tom Gradgrind"
17 20 "Bitzer"
19 20 "Bounderby"
13 20 "Rachael"
13 20 "Stephen Blackpool"
20 21 "Bounderby"
19 21 "Harthouse"
18 21 "Louisa Gradgrind"
20 21 "Slackbridge"
20 21 "Stephen Blackpool"
21 22 "Bounderby"
21 22 "Louisa Gradgrind"
12 22 "Mrs Pegler"
18 22 "Mrs Sparsit"
20 22 "Rachael"
21 22 "Stephen Blackpool"
19 22 "Tom Gradgrind"
22 23 "Bounderby"
21 23 "Harthouse"
22 23 "Louisa Gradgrind"
18 23 "Thomas Gradgrind"
22 23 "Tom Gradgrind"
20 24 "Bitzer"
23 24 "Bounderby"
23 24 "Harthouse"
23 24 "Louisa Gradgrind"
22 24 "Mrs Pegler"
22 24 "Mrs Sparsit"
23 24 "Nickits"
23 24 "Thomas Gradgrind"
23 24 "Tom Gradgrind"
24 25 "Bitzer"
24 25 "Bounderby"
24 25 "Harthouse"
16 25 "Jane Gradgrind"
24 25 "Louisa Gradgrind"
15 25 "Mrs Gradgrind"
24 25 "Mrs Sparsit"
15 25 "Sissy Jupe"
24 25 "Thomas Gradgrind"
25 26 "Bounderby"
25 26 "Harthouse"
25 26 "Louisa Gradgrind"
24 26 "Mrs Pegler"
25 26 "Mrs Sparsit"
24 26 "Tom Gradgrind"
26 27 "Bounderby"
26 27 "Harthouse"
26 27 "Louisa Gradgrind"
26 27 "Mrs Sparsit"
25 27 "Thomas Gradgrind"
26 27 "Tom Gradgrind"
27 28 "Louisa Gradgrind"
27 28 "Thomas Gradgrind"
27 28 "Tom Gradgrind"
28 29 "Louisa Gradgrind"
25 29 "Sissy Jupe"
28 29 "Thomas Gradgrind"
27 30 "Bounderby"
27 30 "Harthouse"
29 30 "Louisa Gradgrind"
27 30 "Mrs Sparsit"
29 30 "Sissy Jupe"
29 30 "Thomas Gradgrind"
28 30 "Tom Gradgrind"
30 31 "Bounderby"
30 31 "Harthouse"
16 31 "Lady Scadgers"
30 31 "Louisa Gradgrind"
30 31 "Mrs Sparsit"
30 31 "Sissy Jupe"
22 31 "Stephen Blackpool"
30 31 "Thomas Gradgrind"
31 32 "Bounderby"
31 32 "Louisa Gradgrind"
26 32 "Mrs Pegler"
22 32 "Rachael"
31 32 "Sissy Jupe"
21 32 "Slackbridge"
31 32 "Stephen Blackpool"
31 32 "Thomas Gradgrind"
30 32 "Tom Gradgrind"
32 33 "Bounderby"
32 33 "Louisa Gradgrind"
32 33 "Mrs Pegler"
31 33 "Mrs Sparsit"
32 33 "Rachael"
32 33 "Sissy Jupe"
32 33 "Stephen Blackpool"
32 33 "Thomas Gradgrind"
32 33 "Tom Gradgrind"
33 34 "Bounderby"
33 34 "Louisa Gradgrind"
33 34 "Rachael"
33 34 "Sissy Jupe"
33 34 "Stephen Blackpool"
33 34 "Thomas Gradgrind"
33 34 "Tom Gradgrind"
25 35 "Bitzer"
34 35 "Bounderby"
6 35 "E.W.B. Childers"
6 35 "Emma Gordon"
31 35 "Harthouse"
6 35 "Kidderminster"
34 35 "Louisa Gradgrind"
9 35 "Mr Sleary"
34 35 "Rachael"
34 35 "Sissy Jupe"
34 35 "Stephen Blackpool"
34 35 "Thomas Gradgrind"
34 35 "Tom Gradgrind"
35 36 "Bitzer"
35 36 "Bounderby"
35 36 "E.W.B. Childers"
35 36 "Louisa Gradgrind"
35 36 "Mr Sleary"
35 36 "Sissy Jupe"
35 36 "Thomas Gradgrind"
35 36 "Tom Gradgrind"
36 37 "Bitzer"
36 37 "Bounderby"
31 37 "Lady Scadgers"
36 37 "Louisa Gradgrind"
13 37 "Mrs Blackpool"
33 37 "Mrs Pegler"
33 37 "Mrs Sparsit"
35 37 "Rachael"
36 37 "Sissy Jupe"
35 37 "Stephen Blackpool"
36 37 "Thomas Gradgrind"
36 37 "Tom Gradgrind"
