"source" "target" "tag"
1 2 "Edmund Bertram"
1 2 "Fanny Price"
1 2 "Julia Bertram"
1 2 "Lady Bertram"
1 2 "Maria Bertram"
1 2 "Miss Lee"
1 2 "Mrs Norris"
1 2 "Mrs. Frances Price"
1 2 "Sir Thomas Bertram"
1 2 "Tom Bertram"
2 3 "Edmund Bertram"
2 3 "Fanny Price"
2 3 "Julia Bertram"
2 3 "Maria Bertram"
2 3 "Miss Lee"
2 3 "Mrs Norris"
2 3 "Sir Thomas Bertram"
2 3 "Tom Bertram"
2 3 "William Price"
3 4 "Dr Grant"
3 4 "Edmund Bertram"
3 4 "Fanny Price"
3 4 "Julia Bertram"
3 4 "Maria Bertram"
3 4 "Miss Lee"
3 4 "Sir Thomas Bertram"
3 4 "Tom Bertram"
3 4 "William Price"
4 5 "Dr Grant"
4 5 "Edmund Bertram"
4 5 "Fanny Price"
4 5 "Henry Crawford"
4 5 "Julia Bertram"
4 5 "Maria Bertram"
4 5 "Mary Crawford"
4 5 "Mr Rushworth"
4 5 "Sir Thomas Bertram"
4 5 "Tom Bertram"
4 6 "Admiral Crawford"
5 6 "Dr Grant"
5 6 "Edmund Bertram"
5 6 "Fanny Price"
5 6 "Henry Crawford"
5 6 "Julia Bertram"
5 6 "Maria Bertram"
5 6 "Mary Crawford"
5 6 "Mr Rushworth"
5 6 "Sir Thomas Bertram"
5 6 "Tom Bertram"
4 6 "William Price"
6 7 "Admiral Crawford"
6 7 "Dr Grant"
6 7 "Edmund Bertram"
6 7 "Fanny Price"
6 7 "Henry Crawford"
6 7 "Julia Bertram"
6 7 "Maria Bertram"
6 7 "Mary Crawford"
6 7 "Mr Rushworth"
4 7 "Mrs Crawford"
6 7 "Sir Thomas Bertram"
6 7 "William Price"
7 8 "Dr Grant"
7 8 "Edmund Bertram"
7 8 "Fanny Price"
7 8 "Henry Crawford"
7 8 "Julia Bertram"
7 8 "Maria Bertram"
7 8 "Mary Crawford"
7 8 "Mr Rushworth"
7 8 "Sir Thomas Bertram"
8 9 "Edmund Bertram"
8 9 "Fanny Price"
8 9 "Henry Crawford"
8 9 "Julia Bertram"
8 9 "Maria Bertram"
8 9 "Mary Crawford"
8 9 "Mr Rushworth"
9 10 "Edmund Bertram"
9 10 "Fanny Price"
9 10 "Henry Crawford"
9 10 "Julia Bertram"
9 10 "Maria Bertram"
9 10 "Mary Crawford"
9 10 "Mr Rushworth"
6 10 "Smith"
8 11 "Dr Grant"
10 11 "Edmund Bertram"
10 11 "Fanny Price"
10 11 "Henry Crawford"
10 11 "Julia Bertram"
10 11 "Maria Bertram"
10 11 "Mary Crawford"
10 11 "Mr Rushworth"
8 11 "Sir Thomas Bertram"
11 12 "Dr Grant"
11 12 "Edmund Bertram"
11 12 "Fanny Price"
11 12 "Henry Crawford"
11 12 "Julia Bertram"
11 12 "Maria Bertram"
11 12 "Mary Crawford"
11 12 "Mr Rushworth"
3 12 "Mrs Norris"
11 12 "Sir Thomas Bertram"
6 12 "Tom Bertram"
12 13 "Edmund Bertram"
12 13 "Fanny Price"
12 13 "Henry Crawford"
12 13 "Julia Bertram"
12 13 "Maria Bertram"
12 13 "Mary Crawford"
12 13 "Mrs Norris"
12 13 "Sir Thomas Bertram"
12 13 "Tom Bertram"
13 14 "Edmund Bertram"
13 14 "Fanny Price"
13 14 "Henry Crawford"
13 14 "Julia Bertram"
13 14 "Lord Ravenshaw"
13 14 "Maria Bertram"
13 14 "Mary Crawford"
12 14 "Mr Rushworth"
13 14 "Tom Bertram"
14 15 "Edmund Bertram"
14 15 "Fanny Price"
14 15 "Henry Crawford"
14 15 "Julia Bertram"
13 15 "Lady Ravenshaw"
14 15 "Maria Bertram"
14 15 "Mary Crawford"
14 15 "Mr Rushworth"
13 15 "Sir Thomas Bertram"
14 15 "Tom Bertram"
15 16 "Charles Maddox"
15 16 "Edmund Bertram"
15 16 "Fanny Price"
15 16 "Julia Bertram"
15 16 "Maria Bertram"
15 16 "Mary Crawford"
4 16 "Miss Lee"
15 16 "Mr Rushworth"
15 16 "Sir Thomas Bertram"
15 16 "Tom Bertram"
7 16 "William Price"
