"V1","V2"
"2","Ralph Nickleby"
"3","Kate Nickleby"
"3","Mrs Nickleby"
"3","Newman Noggs"
"3","Nicholas Nickleby"
"3","Ralph Nickleby"
"4","Newman Noggs"
"4","Nicholas Nickleby"
"4","Ralph Nickleby"
"4","Wackford Squeers"
"5","Belling"
"5","Kate Nickleby"
"5","Miss La Creevy"
"5","Mr Snawley"
"5","Mrs Nickleby"
"5","Mrs Squeers"
"5","Newman Noggs"
"5","Nicholas Nickleby"
"5","Ralph Nickleby"
"5","Wackford Squeers"
"6","Mrs Squeers"
"6","Nicholas Nickleby"
"6","Ralph Nickleby"
"6","Wackford Squeers"
"7","Mrs Squeers"
"7","Newman Noggs"
"7","Nicholas Nickleby"
"7","Wackford Squeers"
"8","Bolder"
"8","Graymarsh"
"8","Kate Nickleby"
"8","Mrs Squeers"
"8","Nicholas Nickleby"
"8","Ralph Nickleby"
"8","Smike"
"8","Wackford Squeers"
"9","Bolder"
"9","John Browdie"
"9","Mrs Squeers"
"9","Nicholas Nickleby"
"9","Ralph Nickleby"
"9","Wackford Squeers"
"9","Wackford SqueersJunior"
"10","Kate Nickleby"
"10","Miss La Creevy"
"10","Mrs Nickleby"
"10","Nicholas Nickleby"
"10","Ralph Nickleby"
"11","Kate Nickleby"
"11","Miss La Creevy"
"11","Mrs Nickleby"
"11","Newman Noggs"
"11","Ralph Nickleby"
"12","Fanny Squeers"
"12","John Browdie"
"12","Matilda Price"
"12","Nicholas Nickleby"
"12","Ralph Nickleby"
"12","Smike"
"12","Wackford Squeers"
"13","Fanny Squeers"
"13","John Browdie"
"13","Mrs Squeers"
"13","Nicholas Nickleby"
"13","Smike"
"13","Wackford Squeers"
"13","Wackford SqueersJunior"
"14","Newman Noggs"
"15","Henrietta Petowker"
"15","Morleena Kenwigs"
"15","Mr Crowl"
"15","Mr Kenwigs"
"15","Mr Lillyvick"
"15","Mrs Kenwigs"
"15","Newman Noggs"
"15","Nicholas Nickleby"
"15","Ralph Nickleby"
"15","Smike"
"15","The Misses Kenwigses"
"15","Wackford Squeers"
"16","Henrietta Petowker"
"16","Morleena Kenwigs"
"16","Mr Kenwigs"
"16","Mr Lillyvick"
"16","Mrs Kenwigs"
"16","Newman Noggs"
"16","Nicholas Nickleby"
"16","Ralph Nickleby"
"16","Smike"
"16","The Misses Kenwigses"
"17","Kate Nickleby"
"17","Madame Mantalini"
"17","Miss Knag"
"17","Mr Mantalini"
"17","Mrs Nickleby"
"17","Nicholas Nickleby"
"18","Kate Nickleby"
"18","Madame Mantalini"
"18","Miss Knag"
"18","Mrs Nickleby"
"19","Kate Nickleby"
"19","Miss Knag"
"19","Miss La Creevy"
"19","Mrs Nickleby"
"19","Newman Noggs"
"19","Ralph Nickleby"
"20","Kate Nickleby"
"20","Madame Mantalini"
"20","Miss Knag"
"20","Miss La Creevy"
"20","Mrs Nickleby"
"20","Newman Noggs"
"20","Nicholas Nickleby"
"20","Ralph Nickleby"
"20","Smike"
"21","Kate Nickleby"
"21","Madame Mantalini"
"21","Miss Knag"
"21","Mr Mantalini"
"21","Mrs Nickleby"
"21","Ralph Nickleby"
"21","Tom"
"22","Kate Nickleby"
"22","Newman Noggs"
"22","Nicholas Nickleby"
"22","Smike"
"23","Mr Crummles"
"23","Newman Noggs"
"23","Nicholas Nickleby"
"23","Smike"
"23","The Master Crummleses"
"24","Miss Bravassa"
"24","Miss Snevellicci"
"24","Mr Crummles"
