"node_id" "tags" "dpub"
"1" "" "1"
"2" "" "2"
"3" "Mr Gridley, Mr Tangle" "3"
"4" "Lady Dedlock, Sir Dedlock" "4"
"5" "Bob Stables, Lady Dedlock, Mercury, Mr Tulkinghorn, Sir Dedlock" "5"
"6" "Lady Dedlock, Mercury, Mr Tulkinghorn, Sir Dedlock, Sladdery" "6"
"7" "Esther Summerson, Mrs Chadband" "7"
"8" "Esther Summerson, Mrs Chadband" "8"
"9" "Conversation Kenge, Esther Summerson, John Jarndyce, Miss Barbary, Mrs Chadband" "9"
"10" "Conversation Kenge, Mrs Chadband" "10"
"11" "Conversation Kenge, Esther Summerson, John Jarndyce, Miss Donny" "11"
"12" "Conversation Kenge, Esther Summerson" "12"
"13" "Ada Clare, Conversation Kenge, John Jarndyce, Richard Carstone" "13"
"14" "Ada Clare, Conversation Kenge, John Jarndyce, Richard Carstone" "14"
"15" "Conversation Kenge, John Jarndyce, Mr Jellyby, Mrs Jellyby, Richard Carstone, William Guppy" "15"
"16" "Ada Clare, Caroline Caddy, John Jarndyce, Mrs Jellyby, Peepy Jellby, Richard Carstone" "16"
"17" "Ada Clare, Caroline Caddy, Mr Jellyby, Mrs Jellyby, Peepy Jellby, Richard Carstone" "17"
"18" "Ada Clare, Esther Summerson, John Jarndyce, Mr Jellyby, Mr Quale, Mrs Jellyby, Peepy Jellby, Richard Carstone" "18"
"19" "Ada Clare, Peepy Jellby, Priscilla" "19"
"20" "Ada Clare, Mr Quale, Peepy Jellby, Priscilla, Richard Carstone" "20"
"21" "Ada Clare, Captain Hawden, Krook, Richard Carstone" "21"
"22" "Ada Clare, Krook, Richard Carstone" "22"
"23" "Ada Clare, Richard Carstone" "23"
"24" "Ada Clare, Richard Carstone" "24"
"25" "Ada Clare, Caroline Caddy, John Jarndyce, Krook, Mrs Jellyby, Peepy Jellby, Richard Carstone" "25"
"26" "Ada Clare, John Jarndyce, Richard Carstone" "26"
"27" "Ada Clare, Esther Summerson, John Jarndyce, Mrs Jellyby, Richard Carstone" "27"
"28" "Ada Clare, Caroline Caddy, Esther Summerson, John Jarndyce, Peepy Jellby, Richard Carstone" "28"
"29" "Ada Clare, John Jarndyce, Mr Skimpole, Mrs Jellyby, Richard Carstone" "29"
"30" "Ada Clare, John Jarndyce, Mr Skimpole, Mrs Jellyby, Richard Carstone" "30"
"31" "Ada Clare, John Jarndyce, Mr Skimpole, Richard Carstone" "31"
"32" "Coavinses, Conversation Kenge, Mr Skimpole, Richard Carstone" "32"
"33" "Ada Clare, Coavinses, Esther Summerson, John Jarndyce, Mr Skimpole, Mrs Jellyby, Mrs Skimpole, Richard Carstone" "33"
"34" "Ada Clare, Esther Summerson, John Jarndyce, Mr Skimpole, Mrs Jellyby, Richard Carstone" "34"
"35" "Esther Summerson, Lady Dedlock, Mrs Rouncewell, Sir Dedlock" "35"
"36" "Mr Rouncewell, Mrs Rouncewell, Sir Dedlock" "36"
"37" "Lady Dedlock, Mr Tulkinghorn, Mrs Rouncewell, Rosa, Sir Dedlock, Watt Rouncewell, William Guppy" "37"
"38" "Lady Dedlock, Mrs Rouncewell, Rosa, Watt Rouncewell, William Guppy" "38"
"39" "Lady Dedlock, Mrs Rouncewell, Watt Rouncewell" "39"
"40" "Ada Clare, John Jarndyce, Mr Skimpole" "40"
"41" "Esther Summerson, John Jarndyce" "41"
"42" "Ada Clare, Esther Summerson, John Jarndyce, Richard Carstone" "42"
"43" "Ada Clare, Alfred Pardiggle, Egbert Pardiggle, Esther Summerson, Francis Pardiggle, John Jarndyce, Mrs Jellyby, Mrs Pardiggle, Oswald Pardiggle, Richard Carstone" "43"
"44" "Ada Clare, Alfred Pardiggle, Egbert Pardiggle, John Jarndyce, Mr Gusher, Mr Jellyby, Mr Pardiggle, Mrs Jellyby, Mrs Pardiggle, Oswald Pardiggle" "44"
"45" "Ada Clare, Egbert Pardiggle, Francis Pardiggle, Mr Pardiggle, Mrs Pardiggle, Oswald Pardiggle" "45"
"46" "Ada Clare, John Jarndyce, Mrs Pardiggle" "46"
"47" "Ada Clare, Esther Summerson, Jenny, John Jarndyce, Mrs Pardiggle, Richard Carstone" "47"
"48" "Ada Clare, Jenny" "48"
"49" "Ada Clare, Coavinses, Esther Summerson, John Jarndyce, Lady Dedlock, Mr Skimpole, Richard Carstone, Sir Dedlock" "49"
"50" "Ada Clare, John Jarndyce, Lawrence Boythorn, Richard Carstone" "50"
