"node_id" "tags" "dpub"
"1" "Oliver Twist" "1"
"2" "Oliver Twist" "2"
"3" "Mr Bumble, Mrs Mann, Oliver Twist" "3"
"4" "Mr Bumble, Mrs Mann, Oliver Twist" "4"
"5" "Mr Bumble, Oliver Twist" "5"
"6" "Mr Bumble, Mr Limbkins, Oliver Twist" "6"
"7" "Mr Bumble, Mr Gamfield, Oliver Twist" "7"
"8" "Mr Bumble, Mr Gamfield, Mr Limbkins, Oliver Twist" "8"
"9" "Mr Bumble, Mr Gamfield, Mr Limbkins, Oliver Twist" "9"
"10" "Mr Gamfield, Oliver Twist" "10"
"11" "Mr Bumble, Mr Sowerberry, Oliver Twist" "11"
"12" "Mr Bumble, Mr Sowerberry, Oliver Twist" "12"
"13" "Charlotte, Mr Bumble, Mr Sowerberry, Mrs Sowerberry, Oliver Twist" "13"
"14" "Charlotte, Mr Sowerberry, Mrs Sowerberry, Noah Claypole, Oliver Twist" "14"
"15" "Charlotte, Mr Bumble, Mr Sowerberry, Mrs Sowerberry, Noah Claypole, Oliver Twist" "15"
"16" "Mr Bumble, Mr Sowerberry, Noah Claypole, Oliver Twist" "16"
"17" "Mr Bumble, Mr Sowerberry, Oliver Twist" "17"
"18" "" "18"
"19" "Charlotte, Mr Sowerberry, Mrs Sowerberry, Noah Claypole, Oliver Twist" "19"
"20" "Charlotte, Mr Bumble, Mrs Sowerberry, Noah Claypole, Oliver Twist" "20"
"21" "Charlotte, Mr Bumble, Mr Sowerberry, Mrs Sowerberry, Noah Claypole, Oliver Twist" "21"
"22" "Charlotte, Mr Bumble, Mr Sowerberry, Mrs Sowerberry, Noah Claypole, Oliver Twist" "22"
"23" "Dick, Oliver Twist" "23"
"24" "Mr Sowerberry, Oliver Twist" "24"
"25" "Oliver Twist" "25"
"26" "Artful Dodger, Fagin, Oliver Twist" "26"
"27" "Oliver Twist" "27"
"28" "Oliver Twist" "28"
"29" "Artful Dodger, Bet, Charley Bates, Fagin, Nancy, Oliver Twist" "29"
"30" "Artful Dodger, Fagin, Oliver Twist" "30"
"31" "Artful Dodger, Charley Bates, Oliver Twist" "31"
