"source" "target" "tag"
1 2 "Mrs Dashwood"
1 2 "Mrs Fanny Dashwood"
2 3 "Marianne Dashwood"
2 3 "Mrs Dashwood"
2 3 "Mrs Fanny Dashwood"
3 4 "Mrs Dashwood"
3 4 "Mrs Fanny Dashwood"
2 5 "Elinor Dashwood"
4 5 "Mrs Dashwood"
4 5 "Mrs Fanny Dashwood"
5 6 "Edward Ferrars"
3 6 "Marianne Dashwood"
5 6 "Mrs Dashwood"
6 7 "Edward Ferrars"
6 7 "Marianne Dashwood"
7 8 "Edward Ferrars"
7 8 "Marianne Dashwood"
6 8 "Mrs Dashwood"
8 9 "Edward Ferrars"
5 9 "Elinor Dashwood"
8 9 "Marianne Dashwood"
8 9 "Mrs Dashwood"
5 9 "Mrs Fanny Dashwood"
8 9 "Sir John Middleton"
9 11 "Marianne Dashwood"
9 11 "Mrs Dashwood"
9 11 "Sir John Middleton"
9 12 "Mrs Fanny Dashwood"
11 12 "Sir John Middleton"
11 13 "Marianne Dashwood"
11 13 "Mrs Dashwood"
12 13 "Sir John Middleton"
13 14 "ColonelBrandon"
13 14 "Marianne Dashwood"
13 14 "Sir John Middleton"
14 15 "ColonelBrandon"
9 15 "Edward Ferrars"
14 15 "Marianne Dashwood"
13 15 "Mrs Dashwood"
13 15 "Mrs Jennings"
14 15 "Sir John Middleton"
15 16 "Edward Ferrars"
15 16 "Mrs Dashwood"
15 17 "Marianne Dashwood"
16 17 "Mrs Dashwood"
15 17 "Sir John Middleton"
15 18 "ColonelBrandon"
9 18 "Elinor Dashwood"
17 18 "John Willoughby"
17 18 "Marianne Dashwood"
17 18 "Mrs Dashwood"
17 18 "Sir John Middleton"
16 19 "Edward Ferrars"
18 19 "Elinor Dashwood"
18 19 "John Willoughby"
18 19 "Marianne Dashwood"
18 19 "Mrs Dashwood"
18 19 "Sir John Middleton"
18 20 "ColonelBrandon"
19 20 "Edward Ferrars"
19 20 "Elinor Dashwood"
19 20 "John Willoughby"
19 20 "Marianne Dashwood"
15 20 "Mrs Jennings"
19 20 "Sir John Middleton"
20 22 "ColonelBrandon"
20 22 "John Willoughby"
20 22 "Marianne Dashwood"
19 22 "Mrs Dashwood"
20 22 "Mrs Jennings"
20 22 "Sir John Middleton"
20 23 "Elinor Dashwood"
22 23 "Marianne Dashwood"
23 24 "Elinor Dashwood"
22 24 "John Willoughby"
23 24 "Marianne Dashwood"
22 24 "Mrs Dashwood"
22 25 "ColonelBrandon"
24 25 "John Willoughby"
24 25 "Marianne Dashwood"
24 25 "Mrs Dashwood"
22 25 "Mrs Jennings"
22 25 "Sir John Middleton"
25 26 "ColonelBrandon"
25 26 "John Willoughby"
25 26 "Marianne Dashwood"
25 26 "Mrs Jennings"
25 26 "Sir John Middleton"
26 27 "ColonelBrandon"
24 27 "Elinor Dashwood"
26 27 "John Willoughby"
26 27 "Marianne Dashwood"
26 27 "Mrs Jennings"
26 27 "Sir John Middleton"
26 27 "The Miss Careys"
27 28 "John Willoughby"
27 29 "ColonelBrandon"
