"","Character","Node","Type","Appearances"
"1","Alphonse",95,"First Appearance",2
"2","Alphonse",129,"Last Appearance",2
"3","Arthur Gride",220,"First Appearance",27
"4","Arthur Gride",303,"Last Appearance",27
"5","Augustus Borum",113,"First Appearance",1
"6","Augustus Borum",113,"Last Appearance",1
"7","Baron Von Koeldwethout",25,"First Appearance",5
"8","Baron Von Koeldwethout",300,"Last Appearance",5
"9","Baron Von Swillenhausen",26,"First Appearance",2
"10","Baron Von Swillenhausen",27,"Last Appearance",2
"11","Baroness Von Koeldwethout",26,"First Appearance",1
"12","Baroness Von Koeldwethout",26,"Last Appearance",1
"13","Baroness Von Swillenhausen",26,"First Appearance",1
"14","Baroness Von Swillenhausen",26,"Last Appearance",1
"15","Belling",14,"First Appearance",3
"16","Belling",19,"Last Appearance",3
"17","Bolder",31,"First Appearance",3
"18","Bolder",37,"Last Appearance",3
"19","Captain Adams",239,"First Appearance",2
"20","Captain Adams",240,"Last Appearance",2
"21","Cecilia Bobster",187,"First Appearance",2
"22","Cecilia Bobster",244,"Last Appearance",2
"23","Charles Cheeryble",2,"First Appearance",40
"24","Charles Cheeryble",303,"Last Appearance",40
"25","Charlotte Borum",113,"Last Appearance",1
"26","Charlotte Borum",113,"First Appearance",1
"27","Cobbey",34,"First Appearance",2
"28","Cobbey",270,"Last Appearance",2
"29","Colonel Chowser",85,"First Appearance",2
"30","Colonel Chowser",238,"Last Appearance",2
"31","David",171,"First Appearance",2
"32","David",172,"Last Appearance",2
"33","Dick",169,"First Appearance",3
"34","Dick",303,"Last Appearance",3
"35","Doctor Lumbey",166,"First Appearance",2
"36","Doctor Lumbey",167,"Last Appearance",2
"37","Dorker",15,"First Appearance",1
"38","Dorker",15,"Last Appearance",1
"39","Edwin Cheeryble",2,"First Appearance",34
"40","Edwin Cheeryble",303,"Last Appearance",34
"41","Fanny Squeers",37,"First Appearance",18
"42","Fanny Squeers",301,"Last Appearance",18
"43","Fluggers",139,"First Appearance",1
"44","Fluggers",139,"Last Appearance",1
"45","Frank Cheeryble",200,"First Appearance",24
"46","Frank Cheeryble",303,"Last Appearance",24
"47","Graymarsh",31,"First Appearance",2
"48","Graymarsh",35,"Last Appearance",2
"49","Hannah",9,"First Appearance",1
"50","Hannah",9,"Last Appearance",1
"51","Henrietta Petowker",248,"Last Appearance",15
"52","Henrietta Petowker",60,"First Appearance",15
"53","Henry Wititterly",95,"First Appearance",8
"54","Henry Wititterly",152,"Last Appearance",8
"55","Horatio Peltirogus",262,"First Appearance",1
"56","Horatio Peltirogus",262,"Last Appearance",1
"57","Jane Dibabs",81,"First Appearance",2
"58","Jane Dibabs",260,"Last Appearance",2
"59","John Browdie",1,"First Appearance",29
"60","John Browdie",301,"Last Appearance",29
"61","Julia Wititterly",95,"First Appearance",9
"62","Julia Wititterly",132,"Last Appearance",9
"63","Kate Nickleby",4,"First Appearance",108
"64","Kate Nickleby",303,"Last Appearance",108
"65","Lord Frederick Verisopht",84,"First Appearance",16
"66","Lord Frederick Verisopht",240,"Last Appearance",16
"67","Lukin",191,"First Appearance",1
"68","Lukin",191,"Last Appearance",1
"69","Madame Mantalini",45,"First Appearance",17
"70","Madame Mantalini",299,"Last Appearance",17
"71","Madeline Bray",218,"First Appearance",32
"72","Madeline Bray",303,"Last Appearance",32
"73","Matilda Price",40,"First Appearance",2
"74","Matilda Price",50,"Last Appearance",2
"75","Miss Belvawney",110,"First Appearance",2
"76","Miss Belvawney",137,"Last Appearance",2
"77","Miss Bravassa",142,"Last Appearance",6
"78","Miss Bravassa",106,"First Appearance",6
"79","Miss Browndock",76,"Last Appearance",1
"80","Miss Browndock",76,"First Appearance",1
"81","Miss Cropley",152,"First Appearance",1
"82","Miss Cropley",152,"Last Appearance",1
"83","Miss Gazingi",106,"First Appearance",1
"84","Miss Gazingi",106,"Last Appearance",1
"85","Miss Knag",46,"First Appearance",15
"86","Miss Knag",208,"Last Appearance",15
"87","Miss La Creevy",9,"First Appearance",33
"88","Miss La Creevy",303,"Last Appearance",33
"89","Miss Lane",113,"First Appearance",1
"90","Miss Lane",113,"Last Appearance",1
"91","Miss Ledrook",106,"First Appearance",6
"92","Miss Ledrook",141,"Last Appearance",6
"93","Miss Simmonds",75,"First Appearance",1
"94","Miss Simmonds",75,"Last Appearance",1
"95","Miss Snevellicci",106,"First Appearance",15
"96","Miss Snevellicci",227,"Last Appearance",15
"97","Mobbs",35,"First Appearance",1
"98","Mobbs",35,"Last Appearance",1
"99","Morleena Kenwigs",59,"First Appearance",12
"100","Morleena Kenwigs",249,"Last Appearance",12
"101","Mortimer Knag",80,"First Appearance",2
"102","Mortimer Knag",81,"Last Appearance",2
"103","Mr Bobster",189,"First Appearance",1
"104","Mr Bobster",189,"Last Appearance",1
"105","Mr Bonney",7,"Last Appearance",2
"106","Mr Bonney",6,"First Appearance",2
"107","Mr Borum",113,"First Appearance",1
"108","Mr Borum",113,"Last Appearance",1
"109","Mr Brooker",206,"First Appearance",5
"110","Mr Brooker",303,"Last Appearance",5
"111","Mr Bulph",107,"First Appearance",2
"112","Mr Bulph",142,"Last Appearance",2
"113","Mr Crowl",58,"First Appearance",5
"114","Mr Crowl",147,"Last Appearance",5
"115","Mr Crummles",98,"First Appearance",29
"116","Mr Crummles",229,"Last Appearance",29
"117","Mr Curdle",112,"First Appearance",3
"118","Mr Curdle",115,"Last Appearance",3
"119","Mr Cutler",60,"First Appearance",1
"120","Mr Cutler",60,"Last Appearance",1
"121","Mr Folair",105,"First Appearance",10
"122","Mr Folair",139,"Last Appearance",10
"123","Mr Gallanbile",67,"First Appearance",1
"124","Mr Gallanbile",67,"Last Appearance",1
"125","Mr Glavormelly",140,"First Appearance",1
"126","Mr Glavormelly",140,"Last Appearance",1
"127","Mr Godfrey Nickleby",3,"First Appearance",1
"128","Mr Godfrey Nickleby",3,"Last Appearance",1
"129","Mr Gregsbury",68,"First Appearance",4
"130","Mr Gregsbury",71,"Last Appearance",4
"131","Mr Kenwigs",249,"Last Appearance",17
"132","Mr Kenwigs",58,"First Appearance",17
"133","Mr Lenville",106,"First Appearance",6
"134","Mr Lenville",142,"Last Appearance",6
"135","Mr Lillyvick",60,"First Appearance",17
"136","Mr Lillyvick",248,"Last Appearance",17
"137","Mr Mantalini",45,"First Appearance",13
"138","Mr Mantalini",299,"Last Appearance",13
"139","Mr Nickleby",3,"First Appearance",2
"140","Mr Nickleby",4,"Last Appearance",2
"141","Mr Pluck",85,"First Appearance",15
"142","Mr Pluck",239,"Last Appearance",15
"143","Mr Pugstyles",69,"First Appearance",2
"144","Mr Pugstyles",70,"Last Appearance",2
"145","Mr Pyke",85,"First Appearance",17
"146","Mr Pyke",239,"Last Appearance",17
"147","Mr Scaley",94,"First Appearance",1
"148","Mr Scaley",94,"Last Appearance",1
"149","Mr Snawley",14,"First Appearance",12
"150","Mr Snawley",281,"Last Appearance",12
"151","Mr Snevellicci",140,"First Appearance",2
"152","Mr Snevellicci",141,"Last Appearance",2
"153","Mr Snobb",85,"First Appearance",2
"154","Mr Snobb",86,"Last Appearance",2
"155","Mr Trimmers",163,"First Appearance",2
"156","Mr Trimmers",290,"Last Appearance",2
